LINES_ID,PROB. OF SUCCESS,PROB. OF FAILURE
49,0.0068820894146047855,0.9931179105853952
50,0.07047432376538683,0.9295256762346131
51,0.05874980404530135,0.9412501959546986
52,0.07229415658861997,0.9277058434113801
53,0.07247961951316549,0.9275203804868345
54,0.030376763122108522,0.9696232368778914
55,0.11706967014937769,0.8829303298506224
56,0.34905609397977927,0.6509439060202207
57,0.051052892528179336,0.9489471074718207
58,0.1339130801611594,0.8660869198388406
59,0.14523828766521468,0.8547617123347853
60,0.06204918013098715,0.9379508198690129
61,0.07661625080770662,0.9233837491922934
62,0.2442701663284927,0.7557298336715073
63,0.21423587443958342,0.7857641255604166
64,0.2809265486192119,0.7190734513807882
65,0.33263660212370616,0.6673633978762938
66,0.1584839869226182,0.8415160130773818
67,0.005348053853571143,0.9946519461464288
68,0.13065340832454955,0.8693465916754505
69,0.08828239223506693,0.911717607764933
70,0.05439117476156075,0.9456088252384393
71,0.11943774540311747,0.8805622545968825
72,0.2417699626676127,0.7582300373323874
73,0.21535843769962196,0.7846415623003781
74,0.19345160708007125,0.8065483929199287
75,0.15651153667196482,0.8434884633280352
76,0.26842034047335117,0.7315796595266488
77,0.29835857516742476,0.7016414248325753
78,0.019113280154008417,0.9808867198459916
79,0.06616876774019631,0.9338312322598037
80,0.04920034489220457,0.9507996551077954
81,0.05308215019609781,0.9469178498039021
82,0.058263235212903594,0.9417367647870964
83,0.17228927455928522,0.8277107254407148
84,0.21757245003518869,0.7824275499648113
85,0.10855841699468705,0.891441583005313
86,0.13426073910675362,0.8657392608932464
87,0.028841018736950556,0.9711589812630494
88,0.1601007670247372,0.8398992329752628
89,0.04233819945213751,0.9576618005478625
90,0.11957888007407122,0.8804211199259288
91,0.11974351856024684,0.8802564814397531
92,0.010651088134064266,0.9893489118659358
93,0.09420580554931877,0.9057941944506812
94,0.018232704336664258,0.9817672956633358
95,0.1395592949407262,0.8604407050592738
96,0.04746910244895587,0.9525308975510441
97,0.17577343536121773,0.8242265646387823
98,0.18733567998041056,0.8126643200195894
99,0.12075470409217091,0.8792452959078291
100,0.07321020958986696,0.926789790410133
101,0.011362024606910277,0.9886379753930897
102,0.09687728697842667,0.9031227130215733
103,0.1193426794925526,0.8806573205074474
104,0.09350089072053053,0.9064991092794694
105,0.24315822035067966,0.7568417796493203
106,0.1961104997154026,0.8038895002845974
107,0.014084063313166527,0.9859159366868335
108,0.02716154727487248,0.9728384527251275
109,0.1848859393433259,0.8151140606566741
110,0.1422335153777133,0.8577664846222867
111,0.07915125924411415,0.9208487407558859
112,0.16654503068194007,0.83345496931806
113,0.08627911084225426,0.9137208891577457
114,0.07864775600178871,0.9213522439982113
115,0.030284906382175392,0.9697150936178246
116,0.15532241773320088,0.8446775822667991
117,0.011164461128788657,0.9888355388712113
118,0.08980283912436783,0.9101971608756322
119,0.10642267200816381,0.8935773279918362
120,0.004823610755558286,0.9951763892444417
121,0.2796248780891122,0.7203751219108878
122,0.0888408357489174,0.9111591642510826
123,0.025866296498504467,0.9741337035014955
124,0.05178649132054135,0.9482135086794586
125,0.17362228430670182,0.8263777156932982
126,0.08450255549247257,0.9154974445075275
127,0.10931553533444263,0.8906844646655574
128,0.05298972599253373,0.9470102740074663
129,0.024835033102497912,0.9751649668975021
130,0.05623607987446662,0.9437639201255333
131,0.1586663987852672,0.8413336012147328
132,0.1177005433459569,0.8822994566540431
133,0.03909535904921722,0.9609046409507828
134,0.012309242100296507,0.9876907578997035
135,0.00673437162120242,0.9932656283787976
136,0.032735180084187326,0.9672648199158127
137,0.1244338723952232,0.8755661276047768
138,0.0512393604726293,0.9487606395273707
139,0.2755424697820942,0.7244575302179058
140,0.0839911722757305,0.9160088277242695
141,0.011460092690697286,0.9885399073093027
142,0.17670809917493055,0.8232919008250694
143,0.2231039302462951,0.7768960697537048
144,0.022016176187561753,0.9779838238124382
145,0.1616151619274038,0.8383848380725962
146,0.15386364758347226,0.8461363524165277
147,0.09868161429705403,0.901318385702946
148,0.014781177052412086,0.9852188229475879
149,0.1027603467741809,0.8972396532258191
150,0.2551660925489241,0.7448339074510759
151,0.11562313323241716,0.8843768667675829
152,0.10829269722999857,0.8917073027700014
153,0.14756718451225276,0.8524328154877472
154,0.008707978788211985,0.991292021211788
155,0.0713646852509013,0.9286353147490987
156,0.1431428918380903,0.8568571081619096
157,0.13628056945028105,0.8637194305497189
158,0.05594564415198447,0.9440543558480156
159,0.052152923284527274,0.9478470767154727
160,0.04684518503095427,0.9531548149690457
161,0.1473232897338782,0.8526767102661218
162,0.15137515706612586,0.8486248429338741
163,0.06400264191824401,0.935997358081756
164,0.10040371537604709,0.8995962846239529
165,0.6349384214730786,0.36506157852692145
166,0.08505917143728053,0.9149408285627194
167,0.21931808461305508,0.7806819153869449
168,0.1740913682647271,0.8259086317352728
169,0.19690304236124212,0.8030969576387579
170,0.08579406168020091,0.9142059383197991
171,0.3426049558486461,0.6573950441513539
172,0.3726664165738584,0.6273335834261415
173,0.04749596300486228,0.9525040369951377
174,0.22917332081598038,0.7708266791840196
175,0.10845567148554563,0.8915443285144544
176,0.09937215287519925,0.9006278471248007
177,0.07302771504850714,0.9269722849514929
178,0.3633821428971207,0.6366178571028793
179,0.03764807784793514,0.9623519221520649
180,0.12267548284820641,0.8773245171517936
181,0.07909609587689827,0.9209039041231017
182,0.16407526884677523,0.8359247311532247
183,0.026916426433873125,0.9730835735661268
184,0.3225973598722745,0.6774026401277256
185,0.16928005738226015,0.8307199426177398
186,0.18842738976524656,0.8115726102347535
187,0.1898753078636874,0.8101246921363126
188,0.039612942929822065,0.9603870570701779
189,0.31794219301394844,0.6820578069860516
190,0.11113813976130822,0.8888618602386917
191,0.11553957379950261,0.8844604262004974
192,0.1522164431510568,0.8477835568489431
193,0.06797151831395352,0.9320284816860465
194,0.29648712888294443,0.7035128711170555
195,0.004718235474215918,0.9952817645257841
196,0.05529817026555117,0.9447018297344488
197,0.12090358318701976,0.8790964168129802
198,0.20720752076664578,0.7927924792333543
199,0.29743054389536866,0.7025694561046314
200,0.24992672667767069,0.7500732733223293
201,0.1538191854102525,0.8461808145897475
202,0.15054676813569356,0.8494532318643064
203,0.2764319671683442,0.7235680328316558
204,0.2387666707848134,0.7612333292151866
205,0.2453850950633311,0.7546149049366689
206,0.21769698451095246,0.7823030154890476
207,0.20270531643716155,0.7972946835628385
208,0.21083762867072622,0.7891623713292738
209,0.11541369639028251,0.8845863036097175
210,0.18789384197875322,0.8121061580212467
211,0.18781639275114576,0.8121836072488542
212,0.2437115439586104,0.7562884560413896
213,0.12317013883124978,0.8768298611687502
214,0.1525932986408884,0.8474067013591116
215,0.14651562780433575,0.8534843721956642
216,0.05876848448026142,0.9412315155197386
217,0.16705332534032563,0.8329466746596743
218,0.191327576345395,0.808672423654605
219,0.10004969686751355,0.8999503031324865
220,0.020574264539528677,0.9794257354604713
221,0.052564159769573966,0.947435840230426
222,0.20441024013730555,0.7955897598626944
223,0.06702245148491465,0.9329775485150853
224,0.09879008286492041,0.9012099171350796
225,0.0051136369583792704,0.9948863630416207
226,0.03117571973814037,0.9688242802618596
227,0.18265238195192357,0.8173476180480764
228,0.021957466429905682,0.9780425335700943
229,0.01087813121787256,0.9891218687821275
230,0.06799910004794767,0.9320008999520524
231,0.2021460304476365,0.7978539695523635
232,0.02345010084796793,0.976549899152032
233,0.1716143889454553,0.8283856110545447
234,0.04958432139093023,0.9504156786090697
235,0.14624813287260424,0.8537518671273958
236,0.001,0.999
237,0.15141136840143754,0.8485886315985625
238,0.01620250485309705,0.983797495146903
239,0.16549935168562546,0.8345006483143745
240,0.19270845672832423,0.8072915432716757
241,0.02549781714235564,0.9745021828576443
242,0.16114191012961918,0.8388580898703808
243,0.09872555766111783,0.9012744423388822
244,0.14277033874503764,0.8572296612549624
245,0.20783173551641693,0.792168264483583
246,0.04322791761117124,0.9567720823888287
247,0.07585371394837344,0.9241462860516265
248,0.11098029409598485,0.8890197059040151
249,0.11609341666747083,0.8839065833325291
250,0.09150746916204637,0.9084925308379537
251,0.06195918035425281,0.9380408196457471
252,0.21635605333361344,0.7836439466663866
253,0.2660665664776732,0.7339334335223269
254,0.13824291314597723,0.8617570868540227
255,0.016435467298316464,0.9835645327016835
256,0.006675855393864284,0.9933241446061357
257,0.038184596618233396,0.9618154033817666
258,0.0697420924182109,0.9302579075817891
259,0.1281000784716768,0.8718999215283232
260,0.08132886670338756,0.9186711332966124
261,0.04352731157691376,0.9564726884230862
262,0.10351876460284459,0.8964812353971554
263,0.21433805274378184,0.7856619472562182
264,0.09550599522072432,0.9044940047792757
265,0.09009993147801203,0.909900068521988
266,0.13898358955227755,0.8610164104477225
267,0.09322408610733235,0.9067759138926677
268,0.19076162725568585,0.8092383727443142
269,0.136439729616971,0.863560270383029
270,0.028313647204940128,0.9716863527950599
271,0.2166765302860402,0.7833234697139598
272,0.14529752267611387,0.8547024773238862
273,0.05688656413040139,0.9431134358695986
274,0.024186871797037535,0.9758131282029625
275,0.11419084242341195,0.8858091575765881
276,0.08505578292271025,0.9149442170772898
277,0.2804728645405846,0.7195271354594154
278,0.010146444595566944,0.9898535554044331
279,0.12375540809538374,0.8762445919046162
280,0.09618607499064384,0.9038139250093562
281,0.3114232877867004,0.6885767122132995
282,0.0358545238189064,0.9641454761810936
283,0.10902073700826338,0.8909792629917366
284,0.2003616968124739,0.799638303187526
285,0.10270881796721497,0.897291182032785
286,0.022843526713809348,0.9771564732861906
287,0.17381335229840858,0.8261866477015914
288,0.22494883823932926,0.7750511617606708
289,0.12520069538682035,0.8747993046131797
290,0.12807526897399238,0.8719247310260076
291,0.1114503073828826,0.8885496926171174
292,0.028336520942376837,0.9716634790576232
293,0.19148688536533184,0.8085131146346681
294,0.18344233334668575,0.8165576666533143
295,0.16469232336549094,0.8353076766345091
296,0.05988396987572674,0.9401160301242732
297,0.038654005710971426,0.9613459942890286
298,0.0746164530130739,0.925383546986926
299,0.09342717845840302,0.906572821541597
300,0.1225304809742501,0.8774695190257499
301,0.2071213489340569,0.7928786510659431
302,0.12497361643737682,0.8750263835626232
303,0.2359916854995201,0.7640083145004799
304,0.1392138712242189,0.8607861287757811
305,0.09617220877783333,0.9038277912221666
306,0.011226774292294251,0.9887732257077058
307,0.25620460585150867,0.7437953941484914
308,0.03851914371316734,0.9614808562868327
309,0.21621065947738038,0.7837893405226196
310,0.17736478418024623,0.8226352158197537
311,0.13882359047340936,0.8611764095265906
312,0.11208933898732247,0.8879106610126776
313,0.1040646552343402,0.8959353447656598
314,0.11950247766252164,0.8804975223374784
315,0.14201812008719636,0.8579818799128036
316,0.21173930918253858,0.7882606908174614
317,0.16905300987142274,0.8309469901285773
318,0.007310805161568548,0.9926891948384314
319,0.06708940531485287,0.9329105946851471
320,0.09124701190165398,0.908752988098346
321,0.042021800736244716,0.9579781992637553
322,0.07033834697989423,0.9296616530201057
323,0.20478552274667247,0.7952144772533275
324,0.034347437547074165,0.9656525624529259
325,0.15086324465963782,0.8491367553403621
326,0.11534532008945009,0.8846546799105499
327,0.21568597599814446,0.7843140240018556
328,0.15953590324251582,0.8404640967574841
329,0.2627173775995628,0.7372826224004372
330,0.1549179984327582,0.8450820015672418
331,0.07592209453448041,0.9240779054655196
332,0.24143765761553923,0.7585623423844607
333,0.10602569517521006,0.8939743048247899
334,0.08931326674466987,0.9106867332553301
335,0.18537683030398724,0.8146231696960128
336,0.00426356015700742,0.9957364398429925
337,0.06820193368609528,0.9317980663139047
338,0.2925798393520898,0.7074201606479102
339,0.07474461710322532,0.9252553828967747
340,0.12519335105266155,0.8748066489473385
341,0.0029115861591829063,0.9970884138408171
342,0.22221861439797003,0.7777813856020299
343,0.24224921846102634,0.7577507815389737
344,0.1084224296342419,0.8915775703657581
345,0.11219983510749654,0.8878001648925035
346,0.06429881144088999,0.93570118855911
347,0.2699292613167488,0.7300707386832512
348,0.11129147182210061,0.8887085281778994
349,0.1410752487733598,0.8589247512266402
350,0.21735857474790612,0.7826414252520939
351,0.014924885360222746,0.9850751146397773
352,0.08348976557785961,0.9165102344221404
353,0.06203488270938752,0.9379651172906125
354,0.10652077547938893,0.8934792245206111
355,0.10948731902964574,0.8905126809703543
356,0.018460761190242946,0.981539238809757
357,0.05006769839563188,0.9499323016043681
358,0.09845402015002759,0.9015459798499724
359,0.015560499162033102,0.9844395008379669
360,0.054734786716889104,0.9452652132831109
361,0.16273868015359694,0.8372613198464031
362,0.21078720851166352,0.7892127914883365
363,0.007208270645419714,0.9927917293545803
364,0.004215936806790509,0.9957840631932094
365,0.019727102705856918,0.9802728972941431
366,0.028384787041872556,0.9716152129581275
367,0.035803144338518146,0.9641968556614818
368,0.20513001940516815,0.7948699805948318
369,0.02104569336423684,0.9789543066357631
370,0.14022178498356577,0.8597782150164343
371,0.12288992387945867,0.8771100761205414
372,0.19162117708149684,0.8083788229185032
373,0.012364292028903883,0.9876357079710961
374,0.1479902691782506,0.8520097308217494
375,0.12659436446322897,0.873405635536771
376,0.10870002264160386,0.8912999773583962
377,0.0981698609599061,0.9018301390400939
378,0.13038874853222807,0.869611251467772
379,0.012130856304682117,0.9878691436953179
380,0.013419021558845454,0.9865809784411546
381,0.013337752815652356,0.9866622471843477
382,0.23191615571965368,0.7680838442803464
383,0.056755221950088246,0.9432447780499118
384,0.019609635264212,0.980390364735788
385,0.011998186120783053,0.9880018138792169
386,0.050721261081880395,0.9492787389181196
387,0.15535281504051923,0.8446471849594808
388,0.011848689890555467,0.9881513101094446
389,0.04006679485008069,0.9599332051499193
390,0.009767325376193108,0.9902326746238069
391,0.15542887173294814,0.8445711282670518
392,0.07168752166021179,0.9283124783397882
393,0.18229281690647592,0.8177071830935241
394,0.05597977099159811,0.9440202290084019
395,0.24810098243901008,0.7518990175609899
396,0.3079450459022898,0.6920549540977101
397,0.28494497892282555,0.7150550210771744
398,0.26699971572134085,0.7330002842786592
399,0.2544272557442086,0.7455727442557913
400,0.16608027084408164,0.8339197291559184
401,0.20944242999792664,0.7905575700020734
402,0.15121932073987734,0.8487806792601227
403,0.3077012714557072,0.6922987285442928
404,0.053561863368796876,0.9464381366312031
405,0.15968696234820948,0.8403130376517906
406,0.04950995569789921,0.9504900443021008
407,0.032666126226372806,0.9673338737736272
408,0.14559508947260266,0.8544049105273973
409,0.2679551322168433,0.7320448677831567
410,0.12213786744617064,0.8778621325538294
411,0.0853642184874945,0.9146357815125055
412,0.17463679291133363,0.8253632070886664
413,0.20263245887225054,0.7973675411277494
414,0.053842220378372815,0.9461577796216272
415,0.25629375513504055,0.7437062448649594
416,0.00895232982708432,0.9910476701729157
417,0.002330953120502257,0.9976690468794978
418,0.07159828032877966,0.9284017196712203
419,0.06131381009870249,0.9386861899012975
420,0.12427221422047656,0.8757277857795235
421,0.0586395771682131,0.9413604228317869
422,0.15622165938131788,0.8437783406186821
423,0.02744565457559508,0.9725543454244049
424,0.07574319626902468,0.9242568037309753
425,0.14604461234571028,0.8539553876542897
426,0.16648807173381017,0.8335119282661898
427,0.019969167708117956,0.980030832291882
428,0.06689052966905056,0.9331094703309495
429,0.23394667432472435,0.7660533256752756
430,0.09838857061473193,0.9016114293852681
431,0.2675873505113703,0.7324126494886297
432,0.12750831909521776,0.8724916809047822
433,0.14374239533274727,0.8562576046672528
434,0.197212837405672,0.802787162594328
435,0.1232874628332745,0.8767125371667255
436,0.2134639347375113,0.7865360652624886
437,0.14308685913807478,0.8569131408619253
438,0.2420843360426687,0.7579156639573312
439,0.1981144805966062,0.8018855194033938
440,0.21782768785021914,0.7821723121497809
441,0.05403171316328547,0.9459682868367145
442,0.005897491560598147,0.9941025084394018
443,0.05379744712967862,0.9462025528703214
444,0.13098262461026502,0.869017375389735
445,0.034031658791293704,0.9659683412087063
446,0.1723063864961523,0.8276936135038477
447,0.24887688300343677,0.7511231169965632
448,0.10773030732766278,0.8922696926723372
449,0.19332583604457432,0.8066741639554257
450,0.09032968471489007,0.9096703152851099
451,0.6627827566922255,0.3372172433077745
452,0.013713611796038947,0.9862863882039611
453,0.07625857196466868,0.9237414280353313
454,0.1601233070846087,0.8398766929153914
455,0.2257712873495623,0.7742287126504377
456,0.19134484289012502,0.808655157109875
457,0.11154300298734389,0.8884569970126561
458,0.09144784067543667,0.9085521593245633
459,0.1064236258737701,0.8935763741262299
460,0.11882467073249094,0.8811753292675091
461,0.2021086777335918,0.7978913222664081
462,0.25518432241028893,0.744815677589711
463,0.16368625226588837,0.8363137477341116
464,0.09269650722777377,0.9073034927722262
465,0.36972101107176697,0.630278988928233
466,0.0051136369583792704,0.9948863630416207
467,0.05364227944097825,0.9463577205590218
468,0.07384505815242708,0.926154941847573
469,0.10165819901021678,0.8983418009897832
470,0.22132758575821201,0.778672414241788
471,0.02464967562744992,0.9753503243725501
472,0.057161268567031916,0.942838731432968
473,0.15286145677234234,0.8471385432276577
474,0.010498674323054895,0.9895013256769452
475,0.32441753645879084,0.6755824635412091
476,0.19947699204084926,0.8005230079591508
477,0.1350958932067566,0.8649041067932434
478,0.09961016030159152,0.9003898396984085
479,0.3673450843671389,0.6326549156328611
480,0.14106472767366954,0.8589352723263305
481,0.17187435128065914,0.8281256487193409
482,0.1105450957822114,0.8894549042177886
483,0.04945692442500004,0.950543075575
484,0.1904266909797029,0.8095733090202971
485,0.15737739343939616,0.8426226065606038
486,0.13503375364283232,0.8649662463571677
487,0.10551132773082285,0.8944886722691772
488,0.16125527188160932,0.8387447281183906
489,0.17634157156247612,0.8236584284375239
490,0.09772724315540353,0.9022727568445965
491,0.05784861746002967,0.9421513825399703
492,0.08342414211536622,0.9165758578846338
493,0.14127963536873292,0.8587203646312671
494,0.08965426190683565,0.9103457380931643
495,0.22756074057858877,0.7724392594214112
496,0.213977345906311,0.786022654093689
497,0.10223916428334925,0.8977608357166508
498,0.21383400042164288,0.7861659995783571
499,0.15084663609735394,0.8491533639026461
500,0.24830901691076498,0.751690983089235
501,0.19086620602517523,0.8091337939748248
502,0.13806182466106318,0.8619381753389368
503,0.16932548145304693,0.8306745185469531
504,0.0989269181617977,0.9010730818382023
505,0.05819629283325891,0.9418037071667411
506,0.09524091990469942,0.9047590800953006
507,0.1952331216519261,0.8047668783480739
508,0.16153361339038863,0.8384663866096114
509,0.2448332743023255,0.7551667256976745
510,0.16625024132358768,0.8337497586764123
511,0.11812058476785282,0.8818794152321472
512,0.0999307390086723,0.9000692609913277
513,0.2544131075201617,0.7455868924798383
514,0.16961772258998967,0.8303822774100104
515,0.05360854313282068,0.9463914568671793
516,0.16254674879088898,0.8374532512091111
517,0.20182904227171336,0.7981709577282866
518,0.33725925597637507,0.6627407440236249
519,0.15510719142144178,0.8448928085785582
520,0.22928178302628938,0.7707182169737106
521,0.3274902174503344,0.6725097825496655
522,0.36045492443506927,0.6395450755649308
523,0.1048106267217484,0.8951893732782517
524,0.30661252953464563,0.6933874704653544
525,0.010861135556413567,0.9891388644435865
526,0.003831088652334936,0.996168911347665
527,0.040299110378387855,0.9597008896216122
528,0.4144831581995789,0.5855168418004211
529,0.27002173334500346,0.7299782666549965
530,0.14272135179849654,0.8572786482015035
531,0.07179002292022682,0.9282099770797732
532,0.23516286867618597,0.764837131323814
533,0.31509171601476316,0.6849082839852368
534,0.11580457530402614,0.8841954246959739
535,0.15797322540173636,0.8420267745982637
536,0.1623666329298317,0.8376333670701683
537,0.01648561336107102,0.983514386638929
538,0.17167154200700183,0.8283284579929981
539,0.16267485246466726,0.8373251475353327
540,0.1929034752101033,0.8070965247898967
541,0.16704493353342897,0.832955066466571
542,0.14291395067043478,0.8570860493295652
543,0.1596183532067363,0.8403816467932637
544,0.16867686391818754,0.8313231360818125
545,0.20713508424154525,0.7928649157584547
546,0.23750978092540836,0.7624902190745917
547,0.0971624430978121,0.9028375569021879
548,0.01755582135590737,0.9824441786440926
549,0.11560459986634009,0.8843954001336599
550,0.07715303284076008,0.9228469671592399
551,0.09387839792991301,0.906121602070087
552,0.1308698037691164,0.8691301962308836
553,0.06355264558015333,0.9364473544198466
554,0.019357150629245822,0.9806428493707542
555,0.13984793970056777,0.8601520602994323
556,0.10504442862800391,0.8949555713719961
557,0.11984446007571598,0.880155539924284
558,0.11742492732937862,0.8825750726706214
559,0.12488859960823737,0.8751114003917626
560,0.08551427844105071,0.9144857215589492
561,0.11889228846933873,0.8811077115306613
562,0.08676185607122458,0.9132381439287754
563,0.00426356015700742,0.9957364398429925
564,0.14536532413129072,0.8546346758687093
565,0.01762420192574894,0.982375798074251
566,0.002720224787725014,0.997279775212275
567,0.11945088999357509,0.8805491100064249
568,0.18171972394521282,0.8182802760547871
569,0.1859435481715685,0.8140564518284314
570,0.16898512246292693,0.831014877537073
571,0.2661176595190737,0.7338823404809263
572,0.1583110907074978,0.8416889092925022
573,0.3169294762087395,0.6830705237912604
574,0.0972775191881588,0.9027224808118413
575,0.14167269967351373,0.8583273003264863
576,0.058314836840050795,0.9416851631599492
577,0.0961563678351292,0.9038436321648708
578,0.12833580071238107,0.871664199287619
579,0.02491624572476288,0.9750837542752371
580,0.09312976029633421,0.9068702397036658
581,0.03539578460586443,0.9646042153941355
582,0.04791144653780217,0.9520885534621978
583,0.11528410328301969,0.8847158967169804
584,0.10350288888408496,0.896497111115915
585,0.024547365514751365,0.9754526344852487
586,0.12992021192741363,0.8700797880725863
587,0.07395220921618355,0.9260477907838165
588,0.0997552063506232,0.9002447936493768
589,0.35168101413652747,0.6483189858634726
590,0.16602762863856746,0.8339723713614325
591,0.007173894054250992,0.992826105945749
592,0.007456156288856454,0.9925438437111436
593,0.11174091740727063,0.8882590825927293
594,0.026610730658383153,0.9733892693416168
595,0.17072844980901752,0.8292715501909824
596,0.11817573631300245,0.8818242636869975
597,0.12993645271094917,0.8700635472890508
598,0.001202766349113075,0.9987972336508869
599,0.004655459239839082,0.9953445407601609
600,0.05784037944663524,0.9421596205533648
601,0.026409428200148098,0.9735905717998519
602,0.05075054109152501,0.949249458908475
603,0.04311298843002664,0.9568870115699734
604,0.07336965379307667,0.9266303462069233
605,0.134982974654848,0.865017025345152
606,0.2026081766395404,0.7973918233604596
607,0.16981341563953936,0.8301865843604607
608,0.10827064266000676,0.8917293573399933
609,0.24439404295850428,0.7556059570414957
610,0.056271117104988035,0.943728882895012
611,0.010615419993558604,0.9893845800064414
612,0.044753798390519524,0.9552462016094805
613,0.08597668428386271,0.9140233157161373
614,0.06843602457429422,0.9315639754257058
615,0.072786417616609,0.927213582383391
616,0.05691470875089016,0.9430852912491099
617,0.21276187093041168,0.7872381290695883
618,0.17689406892673643,0.8231059310732636
619,0.09183399320185635,0.9081660067981436
620,0.13023391548307325,0.8697660845169267
621,0.2115112435134487,0.7884887564865513
622,0.02740405392611784,0.9725959460738821
623,0.1024607456169338,0.8975392543830663
624,0.11221262920522233,0.8877873707947777
625,0.07002097502508463,0.9299790249749154
626,0.22198084539050608,0.7780191546094939
627,0.004175316890429027,0.995824683109571
628,0.1373715043468466,0.8626284956531534
629,0.04346422844534968,0.9565357715546503
630,0.14172189738916138,0.8582781026108386
631,0.0051136369583792704,0.9948863630416207
632,0.10878649549057882,0.8912135045094212
633,0.1366839705652016,0.8633160294347983
634,0.06021861549436634,0.9397813845056336
635,0.06898673788446884,0.9310132621155311
636,0.09502175983288448,0.9049782401671155
637,0.1523373096030345,0.8476626903969655
638,0.10001665554813476,0.8999833444518652
639,0.11352614966188664,0.8864738503381133
640,0.17273253403226232,0.8272674659677377
641,0.048164701498203275,0.9518352985017967
642,0.29274752103351165,0.7072524789664884
643,0.05856507243755891,0.9414349275624411
644,0.11711899433353092,0.8828810056664691
645,0.026085147567827954,0.973914852432172
646,0.06166874650847126,0.9383312534915287
647,0.009293426351975814,0.9907065736480242
648,0.11410040758679565,0.8858995924132044
649,0.16010705181888776,0.8398929481811123
650,0.08667042811961932,0.9133295718803807
651,0.03364200318265738,0.9663579968173426
652,0.19448879056356347,0.8055112094364365
653,0.12735142638778904,0.8726485736122109
654,0.0055970139630809115,0.9944029860369191
655,0.20123952713897073,0.7987604728610292
656,0.07625867921629277,0.9237413207837072
657,0.09301842830150449,0.9069815716984955
658,0.032251803079485684,0.9677481969205143
659,0.23142582043345644,0.7685741795665435
660,0.11843443277581424,0.8815655672241858
661,0.04789525437090486,0.9521047456290952
662,0.1473725418105131,0.8526274581894869
663,0.2314243205486362,0.7685756794513638
664,0.0960758266017348,0.9039241733982653
665,0.11170466368903754,0.8882953363109625
666,0.10714926100446923,0.8928507389955308
667,0.1454919215785755,0.8545080784214245
668,0.136609609798531,0.863390390201469
669,0.15139930232002483,0.8486006976799751
670,0.17613661127624644,0.8238633887237535
671,0.248304866101688,0.751695133898312
672,0.1639711515548134,0.8360288484451865
673,0.03894710151729468,0.9610528984827054
674,0.28590425996473356,0.7140957400352664
675,0.11022253274887162,0.8897774672511284
676,0.05816297041441052,0.9418370295855895
677,0.11408678560092964,0.8859132143990703
678,0.0028578011315016083,0.9971421988684984
679,0.08188519787320085,0.9181148021267992
680,0.2252264020424557,0.7747735979575443
681,0.1715263673526447,0.8284736326473553
682,0.16749180221037277,0.8325081977896273
683,0.1280114549095861,0.8719885450904139
684,0.09452356179904253,0.9054764382009575
685,0.10949449596380355,0.8905055040361964
686,0.08853882118159187,0.9114611788184082
687,0.14231584220375362,0.8576841577962464
688,0.09268889231171144,0.9073111076882886
689,0.025461098123702952,0.9745389018762971
690,0.035540846867199806,0.9644591531328002
691,0.09857840495749788,0.9014215950425021
692,0.15724128703767218,0.8427587129623278
693,0.13680959616113167,0.8631904038388684
694,0.13706673362882768,0.8629332663711723
695,0.19581762723401316,0.8041823727659868
696,0.16894237484722363,0.8310576251527764
697,0.011586467077471305,0.9884135329225286
698,0.08622528373123885,0.9137747162687612
699,0.18909435977105948,0.8109056402289405
