,LINE,SWITCH_PROB
159,159,0.0001
160,160,0.0001
161,161,0.0001
162,162,0.0001
163,163,0.0001
164,164,0.0001
165,165,0.5320730858034409
166,166,0.0001
167,167,0.0001
168,168,0.0001
169,169,0.0001
170,170,0.0001
171,171,0.0001
172,172,0.0001
173,173,0.0001
174,174,0.0001
175,175,0.0001
176,176,0.0001
177,177,0.0001
178,178,0.0001
179,179,0.0001
180,180,0.0001
181,181,0.0001
182,182,0.0001
183,183,0.0001
184,184,0.270383081318577
185,185,0.0001
186,186,0.0001
187,187,0.0001
188,188,0.0001
189,189,0.0001
190,190,0.0001
191,191,0.0001
192,192,0.0001
193,193,0.0001
194,194,0.0001
195,195,0.0001
196,196,0.0001
197,197,0.0001
198,198,0.0001
199,199,0.0001
200,200,0.0001
201,201,0.0001
202,202,0.0001
203,203,0.0001
204,204,0.0001
205,205,0.0001
206,206,0.0001
207,207,0.0001
208,208,0.0001
209,209,0.0001
210,210,0.0001
211,211,0.0001
212,212,0.0001
213,213,0.0001
214,214,0.0001
215,215,0.0001
216,216,0.0001
217,217,0.0001
218,218,0.0001
219,219,0.0001
220,220,0.0001
221,221,0.0001
222,222,0.0001
223,223,0.0375357986315404
224,224,0.0001
225,225,0.0001
226,226,0.0001
227,227,0.0001
228,228,0.0001
229,229,0.0001
230,230,0.0001
231,231,0.0001
232,232,0.0001
233,233,0.0001
234,234,0.0001
235,235,0.0001
236,236,0.0001
237,237,0.0001
238,238,0.0001
239,239,0.0001
240,240,0.0001
241,241,0.0001
242,242,0.0001
243,243,0.0001
244,244,0.0001
245,245,0.0001
246,246,0.02424521676093665
247,247,0.0001
248,248,0.031094359724230188
249,249,0.032522342607008044
250,250,0.0001
251,251,0.05201151653798815
252,252,0.06052349590222755
253,253,0.371632754493672
254,254,0.03870821071231012
255,255,0.0001
256,256,0.0019644198524596938
257,257,0.0001
258,258,0.0001
259,259,0.07165107931898898
260,260,0.0001
261,261,0.0001
262,262,0.0001
263,263,0.11981982527972315
264,264,0.0001
265,265,0.0001
266,266,0.15536026148831045
267,267,0.05217088129130854
268,268,0.0001
269,269,0.1144138634170758
270,270,0.015914760155814143
271,271,0.060612998079418126
272,272,0.0001
273,273,0.03187433699370487
274,274,0.006854862304048808
275,275,0.0001
276,276,0.0001
277,277,0.15675982735525432
278,278,0.0001
279,279,0.03466216860454333
280,280,0.026962659114449523
281,281,0.08707368741711302
282,282,0.020126762733626062
283,283,0.0001
284,284,0.11201324651909782
285,285,0.0001
286,286,0.0001
287,287,0.09718450693691454
288,288,0.18856981625154168
289,289,0.1399632224631407
290,290,0.0001
291,291,0.0001
292,292,0.0001
293,293,0.0001
294,294,0.0001
295,295,0.3220646522882805
296,296,0.016824278117680613
297,297,0.0001
298,298,0.0001
299,299,0.026192159880700457
300,300,0.06854014670233698
301,301,0.11578889139684156
302,302,0.10480716235121681
303,303,0.0001
304,304,0.03897937798753957
305,305,0.0001
306,306,0.0001
307,307,0.07165232180136713
308,308,0.01085755120528574
309,309,0.060482890590099946
310,310,0.09916818085269234
311,311,0.0001
312,312,0.0001
313,313,0.05822594722665865
314,314,0.1002232555053118
315,315,0.0001
316,316,0.11836828122995631
317,317,0.09452558867048959
318,318,0.0021417473831474637
319,319,0.03757319610118892
320,320,0.0765498616717027
321,321,0.01183576641590654
322,322,0.03938791226336164
323,323,0.05729210072407373
324,324,0.0001
325,325,0.1264983767271671
326,326,0.06452683131235695
327,327,0.06033635801303962
328,328,0.13376462616557652
329,329,0.0001
330,330,0.04336519595478667
331,331,0.021303374240326797
332,332,0.3372411867335412
333,333,0.0001
334,334,0.0001
335,335,0.20718671606186448
336,336,0.0001
337,337,0.019147302800681675
338,338,0.0001
339,339,0.0209745306436436
340,340,0.0001
341,341,0.0001
342,342,0.0001
343,343,0.13540977694834422
344,344,0.03038000433439389
345,345,0.0001
346,346,0.0001
347,347,0.0001
348,348,0.03118126483166358
349,349,0.11829765961923974
350,350,0.12150695624857448
351,351,0.0001
352,352,0.046733717250267294
353,353,0.0001
354,354,0.0001
355,355,0.0001
356,356,0.0001
357,357,0.0001
358,358,0.0001
359,359,0.0001
360,360,0.0001
361,361,0.09099868133462644
362,362,0.17670471939891483
363,363,0.0001
364,364,0.0001
365,365,0.0001
366,366,0.0001
367,367,0.0001
368,368,0.057388311077850376
369,369,0.011855200255873163
370,370,0.03926086617319149
371,371,0.0001
372,372,0.0001
373,373,0.0001
374,374,0.0001
375,375,0.0001
376,376,0.1518876498359237
377,377,0.0001
378,378,0.0001
379,379,0.003487881849953268
380,380,0.0001
381,381,0.0001
382,382,0.0001
383,383,0.0001
384,384,0.005576540627242092
385,385,0.0001
386,386,0.0001
387,387,0.0001
388,388,0.0001
389,389,0.0001
390,390,0.0001
391,391,0.0001
392,392,0.0001
393,393,0.0001
394,394,0.0001
395,395,0.0001
396,396,0.0001
397,397,0.0001
398,398,0.0001
399,399,0.0001
400,400,0.0001
401,401,0.0001
402,402,0.0001
403,403,0.0001
404,404,0.0001
405,405,0.0001
406,406,0.0001
407,407,0.0001
408,408,0.0001
409,409,0.0001
410,410,0.0001
411,411,0.0001
412,412,0.0001
413,413,0.0001
414,414,0.0001
415,415,0.0001
416,416,0.0001
417,417,0.0001
418,418,0.0001
419,419,0.0001
420,420,0.0001
421,421,0.0001
422,422,0.0001
423,423,0.0001
424,424,0.0001
425,425,0.0001
426,426,0.0001
427,427,0.0001
428,428,0.0001
429,429,0.0001
430,430,0.0001
431,431,0.0001
432,432,0.0001
433,433,0.0001
434,434,0.0001
435,435,0.0001
436,436,0.0001
437,437,0.0001
438,438,0.0001
439,439,0.0001
440,440,0.0001
441,441,0.0001
442,442,0.0001
443,443,0.0001
444,444,0.0001
445,445,0.0001
446,446,0.0001
447,447,0.0001
448,448,0.0001
449,449,0.0001
450,450,0.0001
451,451,0.0001
452,452,0.0001
453,453,0.0001
454,454,0.0001
455,455,0.0001
456,456,0.0001
457,457,0.0001
458,458,0.0001
459,459,0.0001
460,460,0.0001
461,461,0.0001
462,462,0.0001
463,463,0.0001
464,464,0.0001
465,465,0.0001
466,466,0.0001
467,467,0.0001
468,468,0.0001
469,469,0.0001
470,470,0.0001
471,471,0.0001
472,472,0.0001
473,473,0.0001
474,474,0.0001
475,475,0.0001
476,476,0.0001
477,477,0.0001
478,478,0.0001
479,479,0.0001
480,480,0.0001
481,481,0.0001
482,482,0.0001
483,483,0.0001
484,484,0.0001
485,485,0.0001
486,486,0.0001
487,487,0.0001
488,488,0.0001
489,489,0.0001
490,490,0.0001
491,491,0.0001
492,492,0.0001
493,493,0.0001
494,494,0.0001
495,495,0.0001
496,496,0.0001
497,497,0.0001
498,498,0.0001
499,499,0.0001
500,500,0.0001
501,501,0.0001
502,502,0.0001
503,503,0.0001
504,504,0.0001
505,505,0.0001
506,506,0.0001
507,507,0.0001
508,508,0.0001
509,509,0.0001
510,510,0.0001
511,511,0.0001
512,512,0.0001
513,513,0.0001
514,514,0.0001
515,515,0.0001
516,516,0.0001
517,517,0.0001
518,518,0.0001
519,519,0.0001
520,520,0.0001
521,521,0.0001
522,522,0.0001
523,523,0.0001
524,524,0.0001
525,525,0.0001
526,526,0.0001
527,527,0.0001
528,528,0.0001
529,529,0.0001
530,530,0.0001
531,531,0.0001
532,532,0.0001
533,533,0.0001
534,534,0.0001
535,535,0.0001
536,536,0.0001
537,537,0.0001
538,538,0.0001
539,539,0.0001
540,540,0.0001
541,541,0.0001
542,542,0.0001
543,543,0.0001
544,544,0.0001
545,545,0.0001
546,546,0.0001
547,547,0.0001
548,548,0.0001
549,549,0.0001
550,550,0.0001
551,551,0.0001
552,552,0.0001
553,553,0.0001
554,554,0.0001
555,555,0.0001
556,556,0.0001
557,557,0.0001
558,558,0.0001
559,559,0.0001
560,560,0.0001
561,561,0.0001
562,562,0.0001
563,563,0.0001
564,564,0.0001
565,565,0.0001
566,566,0.0001
567,567,0.0001
568,568,0.0001
569,569,0.0001
570,570,0.0001
571,571,0.0001
572,572,0.0001
573,573,0.0001
574,574,0.0001
575,575,0.0001
576,576,0.0001
577,577,0.0001
578,578,0.0001
579,579,0.0001
580,580,0.0001
581,581,0.0001
582,582,0.0001
583,583,0.0001
584,584,0.0001
585,585,0.0001
586,586,0.0001
587,587,0.0001
588,588,0.0001
589,589,0.0001
590,590,0.0001
591,591,0.0001
592,592,0.0001
593,593,0.0001
594,594,0.0001
595,595,0.0001
596,596,0.0001
597,597,0.0001
598,598,0.0001
599,599,0.0001
600,600,0.0001
601,601,0.0001
602,602,0.0001
603,603,0.0001
604,604,0.0001
605,605,0.0001
606,606,0.0001
607,607,0.0001
608,608,0.0001
609,609,0.0001
610,610,0.0001
611,611,0.0001
612,612,0.0001
613,613,0.0001
614,614,0.0001
615,615,0.0001
616,616,0.0001
617,617,0.0001
618,618,0.0001
619,619,0.0001
620,620,0.0001
621,621,0.0001
622,622,0.0001
623,623,0.0001
624,624,0.0001
625,625,0.0001
626,626,0.0001
627,627,0.0001
628,628,0.0001
629,629,0.0001
630,630,0.0001
631,631,0.0001
632,632,0.0001
633,633,0.0001
634,634,0.0001
635,635,0.0001
636,636,0.0001
637,637,0.0001
638,638,0.0001
639,639,0.0001
640,640,0.0001
641,641,0.0001
642,642,0.0001
643,643,0.0001
644,644,0.0001
645,645,0.0001
646,646,0.0001
647,647,0.0001
648,648,0.0001
649,649,0.0001
650,650,0.0001
651,651,0.0001
652,652,0.0001
653,653,0.0001
654,654,0.0001
655,655,0.0001
656,656,0.0001
657,657,0.0001
658,658,0.0001
659,659,0.0001
660,660,0.0001
661,661,0.0001
662,662,0.0001
663,663,0.0001
664,664,0.0001
665,665,0.0001
666,666,0.0001
667,667,0.0001
668,668,0.0001
669,669,0.0001
670,670,0.0001
671,671,0.0001
672,672,0.0001
673,673,0.0001
674,674,0.0001
675,675,0.0001
676,676,0.0001
677,677,0.0001
678,678,0.0001
679,679,0.0001
680,680,0.0001
681,681,0.0001
682,682,0.0001
683,683,0.0001
684,684,0.0001
685,685,0.0001
686,686,0.0001
687,687,0.0001
688,688,0.0001
689,689,0.0001
690,690,0.0001
691,691,0.0001
692,692,0.0001
693,693,0.0001
694,694,0.0001
695,695,0.0001
696,696,0.0001
697,697,0.0001
698,698,0.0001
699,699,0.0001
700,700,0.0001
701,701,0.0001
702,702,0.0001
703,703,0.0001
704,704,0.0001
705,705,0.0001
706,706,0.0001
707,707,0.0001
708,708,0.0001
709,709,0.0001
710,710,0.0001
711,711,0.0001
712,712,0.0001
713,713,0.0001
714,714,0.0001
715,715,0.0001
716,716,0.0001
717,717,0.0001
718,718,0.0001
719,719,0.0001
720,720,0.0001
721,721,0.0001
722,722,0.0001
723,723,0.0001
724,724,0.0001
725,725,0.0001
726,726,0.0001
727,727,0.0001
728,728,0.0001
729,729,0.0001
730,730,0.0001
731,731,0.0001
732,732,0.0001
733,733,0.0001
734,734,0.0001
735,735,0.0001
736,736,0.0001
737,737,0.0001
738,738,0.0001
739,739,0.0001
740,740,0.0001
741,741,0.0001
742,742,0.0001
743,743,0.0001
744,744,0.0001
745,745,0.0001
746,746,0.0001
747,747,0.0001
748,748,0.0001
749,749,0.0001
750,750,0.0001
751,751,0.0001
752,752,0.0001
753,753,0.0001
754,754,0.0001
755,755,0.0001
756,756,0.0001
757,757,0.0001
758,758,0.0001
759,759,0.0001
760,760,0.0001
761,761,0.0001
762,762,0.0001
763,763,0.0001
764,764,0.0001
765,765,0.0001
766,766,0.0001
767,767,0.0001
768,768,0.0001
769,769,0.0001
770,770,0.0001
771,771,0.0001
772,772,0.0001
773,773,0.0001
774,774,0.0001
775,775,0.0001
776,776,0.0001
777,777,0.0001
778,778,0.0001
779,779,0.0001
780,780,0.0001
781,781,0.0001
782,782,0.0001
783,783,0.0001
784,784,0.0001
785,785,0.0001
786,786,0.0001
787,787,0.0001
788,788,0.0001
789,789,0.0001
790,790,0.0001
791,791,0.0001
792,792,0.0001
793,793,0.0001
794,794,0.0001
795,795,0.0001
796,796,0.0001
797,797,0.0001
798,798,0.0001
799,799,0.0001
800,800,0.0001
801,801,0.0001
802,802,0.0001
803,803,0.0001
804,804,0.0001
805,805,0.0001
806,806,0.0001
807,807,0.0001
808,808,0.0001
809,809,0.0001
810,810,0.0001
811,811,0.0001
812,812,0.0001
813,813,0.0001
814,814,0.0001
815,815,0.0001
816,816,0.0001
817,817,0.0001
818,818,0.0001
819,819,0.0001
820,820,0.0001
821,821,0.0001
822,822,0.0001
823,823,0.0001
824,824,0.0001
825,825,0.0001
826,826,0.0001
827,827,0.0001
828,828,0.0001
829,829,0.0001
830,830,0.0001
831,831,0.0001
832,832,0.0001
833,833,0.0001
834,834,0.0001
835,835,0.0001
836,836,0.0001
837,837,0.0001
838,838,0.0001
839,839,0.0001
840,840,0.0001
841,841,0.0001
842,842,0.0001
843,843,0.0001
844,844,0.0001
845,845,0.0001
846,846,0.0001
847,847,0.0001
848,848,0.0001
849,849,0.0001
850,850,0.0001
851,851,0.0001
852,852,0.0001
853,853,0.0001
854,854,0.0001
855,855,0.0001
856,856,0.0001
857,857,0.0001
858,858,0.0001
859,859,0.0001
860,860,0.0001
861,861,0.0001
862,862,0.0001
863,863,0.0001
864,864,0.0001
865,865,0.0001
866,866,0.0001
867,867,0.0001
868,868,0.0001
869,869,0.0001
870,870,0.0001
871,871,0.0001
872,872,0.0001
873,873,0.0001
874,874,0.0001
875,875,0.0001
876,876,0.0001
877,877,0.0001
878,878,0.0001
879,879,0.0001
880,880,0.0001
881,881,0.0001
882,882,0.0001
883,883,0.0001
884,884,0.0001
885,885,0.0001
886,886,0.0001
887,887,0.0001
888,888,0.0001
889,889,0.0001
890,890,0.0001
891,891,0.0001
892,892,0.0001
893,893,0.0001
894,894,0.0001
895,895,0.0001
896,896,0.0001
897,897,0.0001
898,898,0.0001
899,899,0.0001
900,900,0.0001
901,901,0.0001
902,902,0.0001
903,903,0.0001
904,904,0.0001
905,905,0.0001
906,906,0.0001
907,907,0.0001
908,908,0.0001
909,909,0.0001
910,910,0.0001
911,911,0.0001
912,912,0.0001
913,913,0.0001
914,914,0.0001
915,915,0.0001
916,916,0.0001
917,917,0.0001
918,918,0.0001
919,919,0.0001
920,920,0.0001
921,921,0.0001
922,922,0.0001
923,923,0.0001
924,924,0.0001
925,925,0.0001
926,926,0.0001
927,927,0.0001
928,928,0.0001
929,929,0.0001
930,930,0.0001
931,931,0.0001
932,932,0.0001
933,933,0.0001
934,934,0.0001
935,935,0.0001
936,936,0.0001
937,937,0.0001
938,938,0.0001
939,939,0.0001
940,940,0.0001
941,941,0.0001
942,942,0.0001
943,943,0.0001
944,944,0.0001
945,945,0.0001
946,946,0.0001
947,947,0.0001
948,948,0.0001
949,949,0.0001
950,950,0.0001
951,951,0.0001
952,952,0.0001
953,953,0.0001
954,954,0.0001
955,955,0.0001
956,956,0.0001
957,957,0.0001
958,958,0.0001
959,959,0.0001
960,960,0.0001
961,961,0.0001
962,962,0.0001
963,963,0.0001
964,964,0.0001
965,965,0.0001
966,966,0.0001
967,967,0.0001
968,968,0.0001
969,969,0.0001
970,970,0.0001
971,971,0.0001
972,972,0.0001
973,973,0.0001
974,974,0.0001
975,975,0.0001
976,976,0.0001
977,977,0.0001
978,978,0.0001
979,979,0.0001
980,980,0.0001
981,981,0.0001
982,982,0.0001
983,983,0.0001
984,984,0.0001
985,985,0.0001
986,986,0.0001
987,987,0.0001
988,988,0.0001
989,989,0.0001
990,990,0.0001
991,991,0.0001
992,992,0.0001
993,993,0.0001
994,994,0.0001
995,995,0.0001
996,996,0.0001
997,997,0.0001
998,998,0.0001
999,999,0.0001
1000,1000,0.0001
1001,1001,0.0001
1002,1002,0.0001
1003,1003,0.0001
1004,1004,0.0001
1005,1005,0.0001
1006,1006,0.0001
1007,1007,0.0001
1008,1008,0.0001
1009,1009,0.0001
1010,1010,0.0001
1011,1011,0.0001
1012,1012,0.0001
1013,1013,0.0001
1014,1014,0.0001
1015,1015,0.0001
1016,1016,0.0001
1017,1017,0.0001
1018,1018,0.0001
1019,1019,0.0001
1020,1020,0.0001
1021,1021,0.0001
1022,1022,0.0001
1023,1023,0.0001
1024,1024,0.0001
1025,1025,0.0001
1026,1026,0.0001
1027,1027,0.0001
1028,1028,0.0001
1029,1029,0.0001
1030,1030,0.0001
1031,1031,0.0001
1032,1032,0.0001
1033,1033,0.0001
1034,1034,0.0001
1035,1035,0.0001
1036,1036,0.0001
1037,1037,0.0001
1038,1038,0.0001
1039,1039,0.0001
1040,1040,0.0001
1041,1041,0.0001
1042,1042,0.0001
1043,1043,0.0001
1044,1044,0.0001
1045,1045,0.0001
1046,1046,0.0001
1047,1047,0.0001
1048,1048,0.0001
1049,1049,0.0001
1050,1050,0.0001
1051,1051,0.0001
1052,1052,0.0001
1053,1053,0.0001
1054,1054,0.0001
1055,1055,0.0001
1056,1056,0.0001
1057,1057,0.0001
1058,1058,0.0001
1059,1059,0.0001
1060,1060,0.0001
1061,1061,0.0001
1062,1062,0.0001
1063,1063,0.0001
1064,1064,0.0001
1065,1065,0.0001
1066,1066,0.0001
1067,1067,0.0001
1068,1068,0.0001
1069,1069,0.0001
1070,1070,0.0001
1071,1071,0.0001
1072,1072,0.0001
1073,1073,0.0001
1074,1074,0.0001
1075,1075,0.0001
1076,1076,0.0001
1077,1077,0.0001
1078,1078,0.0001
1079,1079,0.0001
1080,1080,0.0001
1081,1081,0.0001
1082,1082,0.0001
1083,1083,0.0001
1084,1084,0.0001
1085,1085,0.0001
1086,1086,0.0001
1087,1087,0.0001
1088,1088,0.0001
1089,1089,0.0001
1090,1090,0.0001
1091,1091,0.0001
1092,1092,0.0001
1093,1093,0.0001
1094,1094,0.0001
1095,1095,0.0001
1096,1096,0.0001
1097,1097,0.0001
1098,1098,0.0001
1099,1099,0.0001
1100,1100,0.0001
1101,1101,0.0001
1102,1102,0.0001
1103,1103,0.0001
1104,1104,0.0001
1105,1105,0.0001
1106,1106,0.0001
1107,1107,0.0001
1108,1108,0.0001
1109,1109,0.0001
1110,1110,0.0001
1111,1111,0.0001
1112,1112,0.0001
1113,1113,0.0001
1114,1114,0.0001
1115,1115,0.0001
1116,1116,0.0001
1117,1117,0.0001
1118,1118,0.0001
1119,1119,0.0001
1120,1120,0.0001
1121,1121,0.0001
1122,1122,0.0001
1123,1123,0.0001
1124,1124,0.0001
1125,1125,0.0001
1126,1126,0.0001
1127,1127,0.0001
1128,1128,0.0001
1129,1129,0.0001
1130,1130,0.0001
1131,1131,0.0001
1132,1132,0.0001
1133,1133,0.0001
1134,1134,0.0001
1135,1135,0.0001
1136,1136,0.0001
1137,1137,0.0001
1138,1138,0.0001
1139,1139,0.0001
1140,1140,0.0001
1141,1141,0.0001
1142,1142,0.0001
1143,1143,0.0001
1144,1144,0.0001
1145,1145,0.0001
1146,1146,0.0001
1147,1147,0.0001
1148,1148,0.0001
1149,1149,0.0001
1150,1150,0.0001
1151,1151,0.0001
1152,1152,0.0001
1153,1153,0.0001
1154,1154,0.0001
1155,1155,0.0001
1156,1156,0.0001
1157,1157,0.0001
1158,1158,0.0001
1159,1159,0.0001
1160,1160,0.0001
1161,1161,0.0001
1162,1162,0.0001
1163,1163,0.0001
1164,1164,0.0001
1165,1165,0.0001
1166,1166,0.0001
1167,1167,0.0001
1168,1168,0.0001
1169,1169,0.0001
1170,1170,0.0001
1171,1171,0.0001
1172,1172,0.0001
1173,1173,0.0001
1174,1174,0.0001
1175,1175,0.0001
1176,1176,0.0001
1177,1177,0.0001
1178,1178,0.0001
1179,1179,0.0001
1180,1180,0.0001
1181,1181,0.0001
1182,1182,0.0001
1183,1183,0.0001
1184,1184,0.0001
1185,1185,0.0001
1186,1186,0.0001
1187,1187,0.0001
1188,1188,0.0001
1189,1189,0.0001
1190,1190,0.0001
1191,1191,0.0001
1192,1192,0.0001
1193,1193,0.0001
1194,1194,0.0001
1195,1195,0.0001
1196,1196,0.0001
1197,1197,0.0001
1198,1198,0.0001
1199,1199,0.0001
1200,1200,0.0001
1201,1201,0.0001
1202,1202,0.0001
1203,1203,0.0001
1204,1204,0.0001
1205,1205,0.0001
1206,1206,0.0001
1207,1207,0.0001
1208,1208,0.0001
1209,1209,0.0001
1210,1210,0.0001
1211,1211,0.0001
1212,1212,0.0001
1213,1213,0.0001
1214,1214,0.0001
1215,1215,0.0001
1216,1216,0.0001
1217,1217,0.0001
1218,1218,0.0001
1219,1219,0.0001
1220,1220,0.0001
1221,1221,0.0001
1222,1222,0.0001
1223,1223,0.0001
1224,1224,0.0001
1225,1225,0.0001
1226,1226,0.0001
1227,1227,0.0001
1228,1228,0.0001
1229,1229,0.0001
1230,1230,0.0001
1231,1231,0.0001
1232,1232,0.0001
1233,1233,0.0001
1234,1234,0.0001
1235,1235,0.0001
1236,1236,0.0001
1237,1237,0.0001
1238,1238,0.0001
1239,1239,0.0001
1240,1240,0.0001
1241,1241,0.0001
1242,1242,0.0001
1243,1243,0.0001
1244,1244,0.0001
1245,1245,0.0001
1246,1246,0.0001
1247,1247,0.0001
1248,1248,0.0001
1249,1249,0.0001
1250,1250,0.0001
1251,1251,0.0001
1252,1252,0.0001
1253,1253,0.0001
1254,1254,0.0001
1255,1255,0.0001
1256,1256,0.0001
1257,1257,0.0001
1258,1258,0.0001
1259,1259,0.0001
1260,1260,0.0001
1261,1261,0.0001
1262,1262,0.0001
1263,1263,0.0001
1264,1264,0.0001
1265,1265,0.0001
1266,1266,0.0001
1267,1267,0.0001
1268,1268,0.0001
1269,1269,0.0001
1270,1270,0.0001
1271,1271,0.0001
1272,1272,0.0001
1273,1273,0.0001
1274,1274,0.0001
1275,1275,0.0001
1276,1276,0.0001
1277,1277,0.0001
1278,1278,0.0001
1279,1279,0.0001
1280,1280,0.0001
1281,1281,0.0001
1282,1282,0.0001
1283,1283,0.0001
1284,1284,0.0001
1285,1285,0.0001
1286,1286,0.0001
1287,1287,0.0001
1288,1288,0.0001
1289,1289,0.0001
1290,1290,0.0001
1291,1291,0.0001
1292,1292,0.0001
1293,1293,0.0001
1294,1294,0.0001
1295,1295,0.0001
1296,1296,0.0001
1297,1297,0.0001
1298,1298,0.0001
1299,1299,0.0001
1300,1300,0.0001
1301,1301,0.0001
1302,1302,0.0001
1303,1303,0.0001
1304,1304,0.0001
1305,1305,0.0001
1306,1306,0.0001
1307,1307,0.0001
1308,1308,0.0001
1309,1309,0.0001
1310,1310,0.0001
1311,1311,0.0001
1312,1312,0.0001
1313,1313,0.0001
1314,1314,0.0001
1315,1315,0.0001
1316,1316,0.0001
1317,1317,0.0001
1318,1318,0.0001
1319,1319,0.0001
1320,1320,0.0001
1321,1321,0.0001
1322,1322,0.0001
1323,1323,0.0001
1324,1324,0.0001
1325,1325,0.0001
1326,1326,0.0001
1327,1327,0.0001
1328,1328,0.0001
1329,1329,0.0001
1330,1330,0.0001
1331,1331,0.0001
1332,1332,0.0001
1333,1333,0.0001
1334,1334,0.0001
1335,1335,0.0001
1336,1336,0.0001
1337,1337,0.0001
1338,1338,0.0001
1339,1339,0.0001
1340,1340,0.0001
1341,1341,0.0001
1342,1342,0.0001
1343,1343,0.0001
1344,1344,0.0001
1345,1345,0.0001
1346,1346,0.0001
1347,1347,0.0001
1348,1348,0.0001
1349,1349,0.0001
1350,1350,0.0001
1351,1351,0.0001
1352,1352,0.0001
1353,1353,0.0001
1354,1354,0.0001
1355,1355,0.0001
1356,1356,0.0001
1357,1357,0.0001
1358,1358,0.0001
1359,1359,0.0001
1360,1360,0.0001
1361,1361,0.0001
1362,1362,0.0001
1363,1363,0.0001
1364,1364,0.0001
1365,1365,0.0001
1366,1366,0.0001
1367,1367,0.0001
1368,1368,0.0001
1369,1369,0.0001
1370,1370,0.0001
1371,1371,0.0001
1372,1372,0.0001
1373,1373,0.0001
1374,1374,0.0001
1375,1375,0.0001
1376,1376,0.0001
1377,1377,0.0001
1378,1378,0.0001
1379,1379,0.0001
1380,1380,0.0001
1381,1381,0.0001
1382,1382,0.0001
1383,1383,0.0001
1384,1384,0.0001
1385,1385,0.0001
1386,1386,0.0001
1387,1387,0.0001
1388,1388,0.0001
1389,1389,0.0001
1390,1390,0.0001
1391,1391,0.0001
1392,1392,0.0001
1393,1393,0.0001
1394,1394,0.0001
1395,1395,0.0001
1396,1396,0.0001
1397,1397,0.0001
